,texto,polaridad
54,Impuesto a ultramillonarios: hay desacuerdo entre demócratas Puerto Rico explora un proyecto para lanzar naves al espacio desde una antigua base naval de Estados Unidos en el este de la isla. https://cnn.it/3bQTx5n,Negativo
55,Puerto Rico explora lanzar naves al espacio desde antigua base naval ¿Vives con alguien que tiene covid-19? Un estudio explica las probabilidades de contagio de la enfermedad https://cnn.it/3ravBAi,Negativo
56,"¿Cuál es el riesgo de contagio de covid-19 si alguien en tu casa lo tiene? El gobernador de Nueva York, Andrew Cuomo, reconoció este domingo que algunos de sus comentarios en el trabajo ""pudieron haber sido insensibles o demasiado personales"" y que pudieron haberse malinterpretado ""como un coqueteo no deseado"". https://cnn.it/302gLQL",Neutral
57,"Cuomo dice que está ""realmente arrepentido"" por los comentarios que dice que fueron ""malinterpretados como un coqueteo no deseado"" tras denuncias de acoso sexual | CNN Este lunes llegaron a Colombia en un vuelo de la compañía DHL 117.000 dosis de la vacuna de Pfizer contra el covid-19. Covax es un mecanismo que busca el acceso equitativo de dosis a países en desarrollo. https://cnn.it/380hPc9",Positivo
58,"Colombia, primer país de Latinoamérica en recibir vacunas de Pfizer contra el covid-19 a través del programa Covax | CNN Amanda Seyfried eligió un atuendo de Oscar de la Renta, canalizando el glamour del viejo Hollywood en un impresionante vestido coral con adornos florales. https://cnn.it/3rdr2p2",Neutral
59,"Moda de los Golden Globes 2021: la ceremonia ""híbrida"" combinó la alfombra roja con atrevidos looks caseros | CNN Todo esto ocurre a escasos días de que se celebren las elecciones presidenciales en el club programadas para el domingo 7 de marzo. https://cnn.it/3814NLD",Positivo
60,"“Barçagate”: Policía allana oficinas del FC Barcelona El expresidente de Estados Unidos Donald Trump y la exprimera dama Melania Trump recibieron la vacuna contra el covid-19 en la Casa Blanca en enero, dijo el lunes un asesor de Trump a CNN. https://cnn.it/3q7NqyI",Neutral
61,"Donald y Melania Trump ya se vacunaron contra el covid-19 OPINIÓN | Biden debe lograr algo de la reforma inmigratoria en su primer año, por el bien de millones, escribe Jorge G. Castañeda, secretario de Relaciones Exteriores de México de 2000 a 2003. https://cnn.it/2NWrb1D",Neutral
62,"OPINIÓN | Biden debe lograr algo de la reforma inmigratoria en su primer año, por el bien de millones | CNN Este mismo lunes, el Ministerio de Salud de Venezuela aprobó el uso de la vacuna de Sinopharm como parte de su plan de inmunización contra el coronavirus. https://cnn.it/3sFQOT7",Neutral
63,"Venezuela recibió 500.000 dosis de la vacuna china de Sinopharm Estos cuatro hombres sufrieron serios estragos de la enfermedad por covid-19 pero ahora se encuentran recuperados. A un año del inicio de la pandemia en México, nuestro compañero Rey Rodríguez habló con ellos para que compartieran cómo vivieron la hospitalización, qué sintieron ante las complicaciones médicas que enfrentaron y lo que la infección hizo a sus cuerpos. Escucha estos duros testimonios que forman parte de nuestro especial Retratos de la pandemia: México 2021. Estos cuatro hombres sufrieron serios estragos de la enfermedad por covid-19 pero ahora se encuentran recuperados. Ellos comparten cómo vivieron la hospitalización, qué sintieron ante las complicaciones médicas y lo que la infección hizo a sus cuerpos. https://cnn.it/3rlluJn",Neutral
64,"Recuperados de covid-19 dan testimonios de desesperación por intubación, drástica pérdida de peso y hasta una pierna amputada | Video | CNN ""Si no estuviera vacunado y tuviera la opción de recibir una vacuna de J&J ahora o esperar otra vacuna, tomaría cualquier vacuna que estuviera disponible para mí lo más rápido posible"". https://cnn.it/3b5UZl7",Neutral
65,"Fauci: Me pondría cualquier vacuna que estuviera disponible para mí En su tiempo libre, un grupo de maestras estadounidenses del estado de Maryland se dedica a conseguir citas para que adultos mayores puedan aplicarse la vacuna contra el covid-19. https://cnn.it/30a9UEB",Neutral
66,"Estas ""cazavacunas"" ayudan a los adultos mayores latinos a conseguir citas para vacunarse contra el covid-19 | Video | CNN La NASA elige las mejores fotos del rover Perseverance desde Marte cada semana. https://cnn.it/3b8hlCU",Neutral
67,"La NASA elige las mejores fotos del rover Perseverance desde Marte cada semana | Video | CNN ""The Crown"" fue la triunfadora de la noche, ganando en todas las categorías en las que estuvo nominada. https://cnn.it/3bKV10U",Neutral
68,"Golden Globes 2021: ""The Crown"", la gran ganadora en los premios Se evacuaron más de 2.000 hogares antes de la explosión. https://cnn.it/2OimGOH",Positivo
69,"Mira cómo explotó una bomba de la Segunda Guerra Mundial 80 años después de haber sido arrojada | Video | CNN Excavadores descubrieron una carroza ceremonial de cuatro ruedas prácticamente intacta en una villa cercana a la antigua ciudad de Pompeya, en el sur de Italia. https://cnn.it/3055Nty",Positivo
70,"Hallan carroza romana casi intacta en la antigua Pompeya Comenzó ya la distribución de una tercera vacuna contra el covid-19 en un ""momento potencialmente crucial"" para EE.UU. https://cnn.it/3b7dNAP",Neutral
71,Comienza la distribución de la tercera vacuna contra el covid en EE.UU. La cadena CBS publicó un pequeño adelanto de la entrevista entre Harry y Meghan Markle Oprah Winfrey. Esta es la primera entrevista que la pareja da desde su separación de la familia real del Reino Unido. https://cnn.it/3sKYYtD,Positivo
72,Harry compara su situación con lo que vivió su madre en los años 90 ¿Qué señales o síntomas indican que ya tuviste coronavirus y por cuánto se pueden prolongar? Esto es lo que sabemos hasta ahora. https://cnn.it/3078Lh2,Neutral
73,"Síntomas coronavirus: señales que indican que ya tuviste covid-19 Nicolas Sarkozy, presidente de Francia de 2007 a 2012, fue declarado culpable de intentar obtener ilegalmente información de un magistrado de alto rango en 2014 sobre una investigación en curso sobre las finanzas de su campaña. https://cnn.it/3bRiY6P",Neutral
74,Condenan a prisión al expresidente de Francia Nicolas Sarkozy; es un fallo histórico FOTOS | Golden Globes 2021: una ceremonia distinta por la pandemia. Mira imágenes de algunos de los mejores momentos de la premiación. https://cnn.it/2ObtH46,Positivo
75,"FOTOS | Golden Globes 2021: unos Globo de Oro distintos El duque, quien cumplirá 100 años en junio, se alejó de la vida pública en 2017 y ha sido trasladado al hospital varias veces en los últimos años. https://cnn.it/2NJ0iOR",Positivo
76,"Príncipe Felipe es trasladado a otro hospital para tratar una infección ANÁLISIS | La influencia corruptora de Trump podría dañar la fe en la imparcialidad de las elecciones estadounidenses, la base de la democracia estadounidense durante meses o años en el futuro, escribe Stephen Collinson. https://cnn.it/2NLJhDI",Negativo
77,"Trump desata una nueva amenaza contra democracia de EE.UU (Análisis) Durante la reunión, Joe Biden recordó un viaje a la Ciudad de México donde visitó la imagen de la Virgen de Guadalupe y llevó un rosario que su hijo, Beau, llevaba cuando falleció. https://cnn.it/3b77KfB",Neutral
78,Biden y López Obrador reafirman relación EE.UU.-México ¿Cuándo podremos tomar un vuelo de larga distancia? ¿Y los cruceros? ¿Es seguro quedarse en un hotel o en un Airbnb? Expertos responde a estas y otras preguntas. https://cnn.it/3bW7u1Q,Neutral
79,"Viajes: ¿cuándo vamos a poder irnos de vacaciones de nuevo? El presidente ejecutivo de Goya Foods dijo falsamente que el expresidente Donald Trump es ""el real, legítimo y todavía presidente actual de EE.UU."". https://cnn.it/3dZeXjr",Positivo
80,Presidente de Goya: Trump es el presidente legítimo de EE.UU. La senadora de Massachusetts Elizabeth Warren propone un impuesto sobre el patrimonio de los 'ultramillonarios' en EE.UU. ¿Buena o mala idea? https://cnn.it/380RdI4,Neutral
81,"Propone impuesto sobre el patrimonio de los más millonarios Olvídate de esos brutales gruñidos de los cavernícolas. Los neandertales, nuestros antepasados más cercanos, podrían haber producido los mismos sonidos que los humanos hoy en día. https://cnn.it/3sGwG3c",Neutral
82,"Los neandertales podían hacer los mismos sonidos que los humanos ¿En qué punto se encuentra la pandemia en Latinoamérica? Así comenzó la semana en los diez países de la región con el mayor número de fallecidos por coronavirus, según cifras de la Universidad Johns Hopkins. https://cnn.it/3uVsDSO",Neutral
83,Covid-19 Latinoamérica: los países con más muertes por coronavirus ¿Vives con alguien que tiene covid-19? Un estudio explica las probabilidades de contagio de la enfermedad https://cnn.it/3uTlXVl,Neutral
84,"¿Cuál es el riesgo de contagio de covid-19 si alguien en tu casa lo tiene? FOTOS | Las nuevas películas y series en Netflix, Disney+, Amazon y HBO Max en marzo 2021 https://cnn.it/304fb0M",Neutral
85,"FOTOS | Descubre algunas de las películas y series que podrás ver en marzo en Netflix, HBO Max, Disney+ y más La nueva vacuna contra el covid-19 aprobada para su uso de emergencia en EE.UU., fabricada por Janssen, la división de vacunas de Johnson & Johnson, es un poco diferente a las demás. Te explicamos. https://cnn.it/3uJUDIJ",Neutral
86,Vacuna de Johnson & Johnson: por qué es distinta a las demás Así fue la reunión virtual entre Joe Biden y Andrés Manuel López Obrador. ¿Hablaron sobre la posibilidad de que EE.UU. compartiera sus vacunas contra el covid-19 con México? https://cnn.it/3sJtPqb,Neutral
87,"Biden y López Obrador reafirman relación EE.UU.-México Muchas vacunas funcionan inyectando una versión debilitada de un patógeno en el organismo. Sin embargo, las vacunas de vectores virales, como la de Johnson & Johnson, son diferentes. https://cnn.it/380jiiE",Neutral
88,"Así funciona la vacuna de vector viral de Johnson & Johnson contra el covid-19 | Video | CNN ¿Se aprobará la eutanasia en Perú? Luego de que la justicia fallara a favor de Ana Estrada, una psicóloga de 44 años que demandó al Estado para poder ejercer su derecho a la muerte asistida, se abre un nuevo escenario en el país. https://cnn.it/3uHAdQK",Neutral
89,"Fallo que autoriza eutanasia de Ana Estrada sentaría precedente en Perú, según abogado | Video | CNN Muchos seguidores de Donald Trump creen en una teoría promovida por el culto virtual QAnon que dice que el expresidente de EE.UU. volverá al poder el próximo 4 de marzo. Pero, ¿cómo nació esta teoría y por qué esa fecha? https://cnn.it/3uNryMu",Neutral
90,"El motivo por el que QAnon asegura que Trump volverá al poder el 4 de marzo | Video | CNN Se espera que el príncipe Felipe permanezca en el hospital hasta al menos el final de la semana, indicó un comunicado oficial. https://cnn.it/3sxoeU2",Neutral
91,"Príncipe Felipe es trasladado a otro hospital para tratar una infección CNN consultó a Diego Fernández de Cevallos, conocido como el 'Jefe Diego', sobre el proceso de desafuero del gobernador de Tamaulipas, Francisco García Cabeza de Vaca. Esto fue lo que dijo:",Neutral
92,"Diego Fernández de Cevallos: Gobierno de López Obrador tiene 2 varas para medir la justicia | Video | CNN ""La administración anterior desmanteló el sistema de inmigración de nuestra nación en su totalidad"", sostuvo el actual secretario de Seguridad Nacional sobre el gobierno de Trump. https://cnn.it/2MINUxO",Neutral
93,"Familias migrantes separadas podrían reunirse en EE.UU., dice Mayorkas ¿Cuándo podré tomar un vuelo de larga distancia? ¿Es seguro quedarse en un hotel o en un Airbnb? ¿Importa si estoy vacunado? Aquí las respuestas: https://cnn.it/304NqFi",Neutral
94,"Viajes: ¿cuándo vamos a poder irnos de vacaciones de nuevo? Mira cómo explotó una bomba de la Segunda Guerra Mundial 80 años después de haber sido arrojada https://cnn.it/3uLNozZ Científicos crearon modelos tridimensionales para reconstruir cómo escuchaban y se comunicaban nuestros antepasados más cercanos, los neandertales. Esto fue lo que encontraron:",Neutral
95,"Los neandertales podían producir los mismos sonidos que los humanos, según estudio | Video | CNN Proponen un impuesto sobre el patrimonio de los 'ultramillonarios' en EE.UU. https://cnn.it/3sHRUhs Puerto Rico quiere llegar al espacio y este es el proyecto que estudia para lograrlo:",Neutral
96,Puerto Rico busca desarrollar una antigua base naval para lanzamientos al espacio | Video | CNN Un frente frío se desplaza por el norte de EE.UU. y pone en alerta a más de 50 millones de personas.,Negativo
97,"Millones de personas bajo alerta por fuertes vientos en EE.UU. | Video | CNN Por una infección y para evaluar una condición cardíaca preexistente, el príncipe Felipe fue trasladado a otro hospital de Londres. https://cnn.it/3sDboDI",Neutral
98,Príncipe Felipe es trasladado a otro hospital para tratar una infección Sigue la señal de CNN en Español Televisión EN VIVO en nuestra cuenta de YouTube | Solo para usuarios de Venezuela 🇻🇪 https://cnn.it/38hXvTV,Neutral
99,"CNN en Español Señal EN VIVO | Solo para Venezuela El ""Jefe Diego"" dio a conocer su incursión en el mundo de las redes sociales a sus casi 80 años. Fernández de Cevallos, quien fuera candidato a la Presidencia de México en 1994 por el PAN, contó a CNN cuál es su objetivo:",Neutral
100,Conoce la razón de este polémico político mexicano para unirse a las redes sociales | Video | CNN Vía Vive la salud • ¿Deberían los trabajadores de la educación ponerse la vacuna de covid-19 antes de abrir las escuelas?,Neutral
101,"¿Jugará la vacuna un papel en la reapertura de las escuelas? Un experto responde | Video | CNN El gobierno de Biden espera reunir a las familias separadas en la frontera durante el mandato de Donald Trump, ya sea en Estados Unidos o en su país de origen, indicó el secretario de Seguridad Nacional. https://cnn.it/305iN2g",Neutral
102,"Familias migrantes separadas podrían reunirse en EE.UU., dice Mayorkas Les pedimos a expertos que opinen sobre cuándo podrá el mundo volver a irse de vacaciones y cuándo, si es que alguna vez sucede, los viajes podrían volver a la normalidad. https://cnn.it/3e0xwDN",Neutral
103,Viajes: ¿cuándo vamos a poder irnos de vacaciones de nuevo? Un cirujano plástico dijo estar disponible para atender su cita virtual en la Corte mientras estaba en una sala de operación durante una cirugía. Así reaccionó el juez cuando el cirujano confirmó que estaba en medio de una operación https://cnn.it/3bVgeWf,Neutral
104,Cirujano plástico comparece ante Corte virtual mientras opera a un paciente | Video | CNN ¿Qué opinas de que los más millonarios paguen más impuestos? Mira esta nueva propuesta https://cnn.it/3b6CZHF,Neutral
105,Elizabeth Warren propone impuesto sobre el patrimonio de ultramillonarios Comienza la vacunación en Uruguay y los médicos no son los primeros en recibir la inyección. ¿Por qué? Te explicamos aquí la estrategia del gobierno:,Neutral
106,"Uruguay no empieza vacunando a los médicos, ¿por qué? El comercio bilateral entre México y EE.UU. supera los US$ 538.000 millones anuales. Esta es solo una de las cifras que muestran la importancia de la relación entre ambos países.",Neutral
107,¿Sabes por qué es tan importante la relación entre México y EE.UU.? Aquí te decimos | Video | CNN La NASA elige las mejores fotos del rover Perseverance desde Marte cada semana. Mira aquí cuáles destacó hasta ahora:,Neutral
108,La NASA elige las mejores fotos del rover Perseverance desde Marte cada semana | Video | CNN Nueve estados en Brasil están al borde del colapso por el covid-19: sus unidades de cuidados intensivos registran más del 90% de ocupación. https://cnn.it/3uSLY7d,Neutral
109,Coronavirus en Brasil: hospitales llegan al límite entre crisis por variantes Vía Vive la salud,Neutral
110,¿Jugará la vacuna un papel en la reapertura de las escuelas? Un experto responde | Video | CNN,Neutral
111,19 hrs ·,Neutral
112,https://cnn.it/309ddvL Vive la salud,Neutral
113,"https://cnn.it/309ddvL El consejo del Dr. Huerta: ponte la vacuna que esté disponible en tu centro médico, porque todas previenen la enfermedad grave y la muerte por covid-19.",Neutral
114,Dr. Huerta: Todas las vacunas van a prevenir la enfermedad grave y la muerte por covid-19 ¿Sabes cuántos países nunca han tenido una jefa de Estado? La ONU tiene una respuesta.,Neutral
115,"¿Sabes cuántos países nunca han tenido una jefa de Estado? La ONU tiene una respuesta | Video | CNN Viene un desastre si Trump sigue al mando del Partido Republicano, dice el estratega Al Cárdenas, quien analiza aquí la conferencia conservadora CPAC a la que asistió el expresidente:",Neutral
116,Al Cárdenas: Viene un desastre si Trump sigue al mando del Partido Republicano | Video | CNN En enero los migrantes mexicanos en EE.UU. enviaron a sus familiares casi US$ 3.300 millones en remesas.,Neutral
117,"Remesas a México tienen su mejor nivel en más de 10 años En apenas dos semanas, los estadounidenses sin trabajo recibirán su último subsidio federal semanal. Y aquellos que se encuentran en dos programas clave de asistencia por desempleo comenzarán a quedarse sin ayudas en ese momento. https://cnn.it/3bVYvy1",Neutral
118,"Paquete estímulo: se agota el tiempo para aprobarlo. ¿Qué está en juego? ""Estamos más seguros cuando trabajamos juntos"", dijo Biden a AMLO en una reunión virtual, al tiempo que la Casa Blanca descartó compartir vacunas con México hasta asegurar que el 75% de la población estadounidense esté inmunizada.",Neutral
119,Biden a AMLO: Estamos más seguros cuando trabajamos juntos Las tasas actuales de ocupación de las unidades de cuidados intensivos en Brasil son las peores desde que comenzó la pandemia de coronavirus. https://cnn.it/3dYusIp,Neutral
120,"Coronavirus en Brasil: hospitales llegan al límite entre crisis por variantes Mira lo que dijo Biden en 2019 sobre Arabia Saudita vs. lo que dice ahora su secretario de Estado, Anthony Blinken.",Neutral
121,"Biden cambia de opinión sobre Arabia Saudita, ¿por qué? Los neandertales tenían un sistema de comunicación vocal que podría haber sido similar al habla humana. https://cnn.it/3uHHY9f",Neutral
122,"Los neandertales podían hacer los mismos sonidos que los humanos Un nuevo estudio sobre el consumo de frutas y vegetales ofrece una guía bastante sencilla: son necesarias cinco porciones al día. Sin embargo, el consumir algunos vegetales podría no ser tan saludable, si se abusa. Entérate de los detalles. El Departamento de Justicia de Estados Unidos apeló el fallo de un juez federal que declaró inconstitucional una moratoria de desalojos dispuesta por los CDC como una emergencia sanitaria. https://cnn.it/3b2GK0C",Neutral
123,"El Departamento de Justicia apela fallo contra la moratoria de desalojos El doctor Ignacio López-Goñi de la Universidad de Navarra dice que la sociedad enfrenta dudas razonables sobre las vacunas, pero rechaza firmemente el movimiento antivacunas y su irracionalidad. Esta es la explicación https://cnn.it/3dZGOjq",Neutral
